Event,Entry
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-holm-vs-shevchenko,292
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-mcdonald-vs-lineker,293
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-200-tate-vs-nunes,294
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-joanna-vs-team-cludia-finale,295
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-dos-anjos-vs-alvarez,296
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-macdonald-vs-thompson,297
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-199-rockhold-vs-bisping-2,298
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-almeida-vs-garbrandt,299
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-198-werdum-vs-miocic,300
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-overeem-vs-arlovski,301
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-197-jones-vs-saint-preux,302
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-teixeira-vs-evans,303
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-rothwell-vs-dos-santos,304
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-hunt-vs-mir,305
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-196-mcgregor-vs-diaz,306
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-silva-vs-bisping,307
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-cowboy-vs-cowboy,308
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-hendricks-vs-thompson,309
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-johnson-vs-bader,310
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-dillashaw-vs-cruz,311
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-195-lawler-vs-condit,312
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-dos-anjos-vs-cowboy-2,313
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-194-aldo-vs-mcgregor,314
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-mcgregor-vs-team-faber-finale,315
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-namajunas-vs-vanzant,316
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-henderson-vs-masvidal,317
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-magny-vs-gastelum,318
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-193-rousey-vs-holm,319
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-belfort-vs-henderson-3,320
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-holohan-vs-smolka,321
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-192-cormier-vs-gustafsson,322
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-barnett-vs-nelson,323
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-191-johnson-vs-dodson-2,324
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-holloway-vs-oliveira,325
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-teixeira-vs-saint-preux,326
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-190-rousey-vs-correia,327
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-dillashaw-vs-barao-ii,328
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bisping-vs-leites,329
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-mir-vs-duffee,330
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-american-top-team-vs-blackzilians-finale,331
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-189-mendes-vs-mcgregor,332
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-machida-vs-romero,333
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-jedrzejczyk-vs-penne,334
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-188-velasquez-vs-werdum,335
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-boetsch-vs-henderson,336
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-condit-vs-alves,337
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-187-johnson-vs-cormier,338
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-edgar-vs-faber,339
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-miocic-vs-hunt,340
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-186-johnson-vs-horiguchi,341
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-machida-vs-rockhold,342
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-gonzaga-vs-cro-cop-2,343
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-mendes-vs-lamas,344
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-maia-vs-laflare,345
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-185-pettis-vs-dos-anjos,346
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-184-rousey-vs-zingano,347
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bigfoot-vs-mir,348
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-henderson-vs-thatch,349
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-183-silva-vs-diaz,350
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-gustafsson-vs-johnson,351
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-mcgregor-vs-siver,352
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-182-jones-vs-cormier,353
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-machida-vs-dollaway,354
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-dos-santos-vs-miocic,355
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-a-champion-will-be-crowned-finale,356
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-181-hendricks-vs-lawler-ii,357
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-edgar-vs-swanson,358
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-180-werdum-vs-hunt,359
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-56-shogun-vs-saint-preux,360
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-rockhold-vs-bisping,361
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-179-aldo-vs-mendes-2,362
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-macdonald-vs-saffiedine,363
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-nelson-vs-story,364
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-178-johnson-vs-cariaso,365
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-hunt-vs-nelson,366
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bigfoot-vs-arlovski,367
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-jacare-vs-mousasi,368
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-177-dillashaw-vs-soto,369
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-henderson-vs-dos-anjos,370
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bisping-vs-le,371
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bader-vs-saint-preux,372
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-lawler-vs-brown,373
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-mcgregor-vs-brandao,374
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-cowboy-vs-miller,375
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-edgar-vs-team-penn-finale,376
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-175-weidman-vs-machida,377
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-swanson-vs-stephens,378
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-te-huna-vs-marquardt,379
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-174-johnson-vs-bagautinov,380
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-henderson-vs-khabilov,381
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-miocic-vs-maldonado,382
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-munoz-vs-mousasi,383
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-173-barao-vs-dillashaw,384
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-brown-vs-silva,385
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-172-jones-vs-teixeira,386
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-werdum-vs-browne,387
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-bisping-vs-kennedy,388
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-minotauro-vs-nelson,389
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-shogun-vs-henderson-2,390
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-171-hendricks-vs-lawler,391
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-gustafsson-vs-manuwa,392
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-kim-vs-hathaway,393
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-170-rousey-vs-mcmann,394
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-machida-vs-mousasi,395
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-169-barao-vs-faber-2,396
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-henderson-vs-thomson,397
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-rockhold-vs-philippou,398
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-saffiedine-vs-lim,399
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-168-weidman-vs-silva-2,400
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-johnson-vs-benavidez-2,401
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-hunt-vs-bigfoot,402
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-rousey-vs-team-tate-finale,403
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-167-st-pierre-vs-hendricks,404
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-belfort-vs-henderson-2,405
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-fight-for-the-troops-3,406
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-machida-vs-munoz,407
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-166-velasquez-vs-dos-santos-3,408
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-maia-vs-shields,409
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-165-jones-vs-gustafsson,410
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-teixeira-vs-bader,411
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-164-henderson-vs-pettis-2,412
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-condit-vs-kampmann-2,413
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-shogun-vs-sonnen,414
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-163-aldo-vs-jung,415
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-johnson-vs-moraga,416
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-162-silva-vs-weidman,417
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-161-evans-vs-henderson,418
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-nogueira-vs-werdum,419
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-160-velasquez-vs-silva-2,420
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-belfort-vs-rockhold,421
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-159-jones-vs-sonnen,422
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-henderson-vs-melendez,423
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-jones-vs-team-sonnen-finale,424
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-mousasi-vs-latifi,425
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-158-st-pierre-vs-diaz,426
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-silva-vs-stann,427
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-157-rousey-vs-carmouche,428
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-barao-vs-mcdonald,429
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-156-aldo-vs-edgar,430
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-johnson-vs-dodson,431
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-belfort-vs-bisping,432
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-155-dos-santos-vs-velasquez-ii,433
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-carwin-vs-team-nelson-finale,434
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-sotiropoulos-vs-pearson,435
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-henderson-vs-diaz,436
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-154-st-pierre-vs-condit,437
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-macao-franklin-vs-le,438
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-153-silva-vs-bonnar,439
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-browne-vs-bigfoot,440
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-struve-vs-miocic,441
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-152-jones-vs-belfort,442
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-150-henderson-vs-edgar-ii,443
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-shogun-vs-vera,444
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-149-faber-vs-barao,445
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-munoz-vs-weidman,446
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-148-silva-vs-sonnen-2,447
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-147-silva-vs-franklin-2,448
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-maynard-vs-guida,449
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-johnson-vs-mccall,450
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-live-finale,451
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-146-dos-santos-vs-mir,452
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-korean-zombie-vs-poirier,453
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-diaz-vs-miller,454
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-145-jones-vs-evans,455
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-gustafsson-vs-silva,456
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-alves-vs-kampmann,457
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-144-edgar-vs-henderson,458
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fuel-tv-sanchez-vs-ellenberger,459
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-143-diaz-vs-condit,460
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-evans-vs-davis,461
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fx-guillard-vs-miller,462
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-142-aldo-vs-mendes,463
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-141-lesnar-vs-overeem,464
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-140-jones-vs-machida,465
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-bisping-vs-team-miller-finale,466
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-139-shogun-vs-henderson,467
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-on-fox-velasquez-vs-dos-santos,468
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-138-leben-vs-munoz,469
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-137-penn-vs-diaz,470
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-136-edgar-vs-maynard-3,471
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-cruz-vs-johnson,472
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-135-jones-vs-rampage,473
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-shields-vs-ellenberger,474
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-134-silva-vs-okami,475
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-hardy-vs-lytle,476
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-133-evans-vs-ortiz-2,477
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-132-cruz-vs-faber,478
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-kongo-vs-barry,479
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-131-dos-santos-vs-carwin,480
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-lesnar-vs-team-dos-santos-finale,481
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-130-rampage-vs-hamill,482
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-129-st-pierre-vs-shields,483
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-nogueira-vs-davis,484
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-128-shogun-vs-jones,485
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-sanchez-vs-kampmann,486
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-127-penn-vs-fitch,487
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-126-silva-vs-belfort,488
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-fight-for-the-troops-2,489
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-125-resolution,490
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-124-st-pierre-vs-koscheck-2,491
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-gsp-vs-team-koscheck-finale,492
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-123-rampage-vs-machida,493
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-122-marquardt-vs-okami,494
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-121-lesnar-vs-velasquez,495
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-120-bisping-vs-akiyama,496
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-119-mir-vs-cro-cop,497
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-marquardt-vs-palhares,498
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-118-edgar-vs-penn-2,499
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-117-silva-vs-sonnen,500
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-jones-vs-matyushenko,501
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-116-lesnar-vs-carwin,502
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-liddell-vs-team-ortiz-finale,503
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-115-liddell-vs-franklin,504
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-114-rampage-vs-evans,505
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-113-machida-vs-shogun-2,506
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-112-invincible,507
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-florian-vs-gomi,508
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-111-st-pierre-vs-hardy,509
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-live-vera-vs-jones,510
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-110-nogueira-vs-velasquez,511
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-109-relentless,512
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-maynard-vs-diaz,513
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-108-evans-vs-silva,514
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-107-penn-vs-sanchez,515
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-heavyweights-finale,516
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-106-ortiz-vs-griffin-2,517
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-105-couture-vs-vera,518
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-104-machida-vs-shogun,519
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-103-franklin-vs-belfort,520
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-diaz-vs-guillard,521
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-102-couture-vs-nogueira,522
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-101-declaration,523
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-100,524
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-united-states-vs-united-kingdom-finale,525
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-99-the-comeback,526
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-98-evans-vs-machida,527
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-97-redemption,528
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-condit-vs-kampmann,529
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-96-jackson-vs-jardine,530
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-95-sanchez-vs-stevenson,531
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-lauzon-vs-stephens,532
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-94-st-pierre-vs-penn-2,533
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-93-franklin-vs-henderson,534
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-92-the-ultimate-2008,535
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-nogueira-vs-team-mir-finale,536
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night---fight-for-the-troops,537
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-91-couture-vs-lesnar,538
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-90-silva-vs-cote,539
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-89-bisping-vs-leben,540
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-diaz-vs-neer,541
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-88-breakthrough,542
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-87-seek-and-destroy,543
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-silva-vs-irvin,544
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-86-jackson-vs-griffin,545
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-rampage-vs-team-forrest-finale,546
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-85-bedlam,547
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-84-ill-will,548
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-83-serra-vs-st-pierre-2,549
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-florian-vs-lauzon,550
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-82-pride-of-a-champion,551
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-81-breaking-point,552
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-swick-vs-burkman,553
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-80-rapid-fire,554
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-79-nemesis,555
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-hughes-vs-team-serra-finale,556
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-78-validation,557
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-77-hostile-territory,558
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-76-knockout,559
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-thomas-vs-florian,560
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-75-champion-vs-champion,561
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-74-respect,562
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-73-stacked,563
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-pulver-vs-team-penn-finale,564
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-72-victory,565
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-stout-vs-fisher,566
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-71-liddell-vs-jackson,567
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-70-nations-collide,568
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-69-shootout,569
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-stevenson-vs-guillard,570
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-68-the-uprising,571
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-67-all-or-nothing,572
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-evans-vs-salmon,573
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-66-liddell-vs-ortiz-2,574
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-sanchez-vs-riggs,575
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-65-bad-intentions,576
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-the-comeback-finale,577
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-64-unstoppable,578
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-63-hughes-vs-penn,579
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-62-liddell-vs-sobral,580
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-6,581
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-61-bitter-rivals,582
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-5,583
https://sports-statistics.com/ufc/ufc-fight-statistics/the-ultimate-fighter-team-ortiz-vs-team-shamrock-finale,584
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-60-hughes-vs-gracie,585
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-59-reality-check,586
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-4,587
https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-58-usa-vs-canada,588
